iter	Passed	Remaining
1666	205362	164215
1667	205378	164006
1668	205394	163798
1669	205434	163609
1670	205455	163405
1671	205498	163218
1672	206590	163864
1673	207953	164722
1674	207979	164521
1675	208286	164541
1676	208320	164345
1677	208325	164127
1678	209559	164877
1679	209568	164661
1680	209583	164450
1681	209599	164239
1682	209625	164038
1683	209637	163825
1684	209659	163621
1685	209696	163428
1686	209844	163322
1687	211054	164042
1688	211197	163931
1689	211222	163728
1690	212261	164311
1691	212678	164410
1692	212712	164214
1693	212722	164000
1694	212731	163784
1695	212745	163573
1696	213507	163936
1697	213532	163733
1698	213541	163518
1699	213555	163307
1700	213579	163103
1701	213722	162991
1702	213737	162782
1703	213768	162584
1704	213783	162374
1705	213925	162262
1706	213992	162092
1707	215166	162760
1708	215179	162549
1709	216335	163200
1710	217559	163900
1711	218710	164543
1712	219920	165229
1713	219960	165034
1714	219988	164830
1715	220538	165018
1716	220566	164815
1717	220583	164602
1718	220614	164401
1719	220628	164188
1720	220726	164037
1721	220747	163830
1722	221351	164054
1723	222488	164672
1724	222517	164469
1725	222541	164262
1726	222555	164049
1727	222568	163835
1728	222608	163640
1729	223183	163839
1730	224510	164589
1731	225140	164825
1732	226341	165478
1733	227836	166344
1734	229098	167036
1735	229115	166821
1736	229150	166618
1737	230477	167354
1738	230494	167138
1739	231633	167734
1740	231665	167528
1741	232902	168192
1742	232914	167971
1743	232937	167757
1744	234035	168317
1745	234079	168119
1746	235267	168740
1747	235429	168625
1748	235456	168414
1749	236077	168626
1750	236376	168608
1751	237753	169358
1752	237779	169144
1753	237796	168925
1754	237847	168729
1755	237862	168508
1756	237893	168299
1757	237911	168080
1758	237915	167853
1759	238230	167844
1760	238255	167631
1761	238268	167410
1762	238278	167187
1763	238909	167399
1764	238927	167181
1765	238944	166963
1766	238946	166734
1767	240363	167492
1768	240371	167268
1769	241623	167907
1770	241639	167687
1771	243011	168407
1772	243041	168196
1773	244379	168889
1774	244388	168662
1775	244405	168441
1776	244429	168225
1777	244456	168012
1778	245112	168230
1779	246668	169064
1780	248052	169778
1781	248069	169556
1782	248111	169350
1783	248116	169119
1784	249441	169787
1785	249463	169568
1786	249488	169350
1787	249500	169124
1788	249508	168895
1789	249523	168672
1790	249531	168443
1791	251229	169355
1792	251275	169151
1793	251283	168922
1794	252758	169679
1795	252791	169466
1796	252809	169242
1797	254224	169954
1798	254252	169737
1799	254273	169515
1800	255858	170335
1801	255879	170112
1802	255927	169908
1803	255935	169678
1804	257872	170724
1805	258276	170754
1806	259005	170997
1807	260992	172070
1808	261090	171895
1809	262958	172884
1810	263869	173241
1811	264132	173172
1812	265914	174098
1813	265931	173866
1814	265940	173630
1815	265955	173398
1816	266119	173263
1817	266139	173034
1818	266175	172816
1819	266189	172584
1820	266217	172361
1821	266760	172471
1822	268609	173424
1823	268619	173188
1824	269833	173728
1825	271556	174593
1826	273004	175278
1827	273049	175062
1828	274772	175920
1829	275462	176115
1830	275485	175883
1831	275561	175685
1832	276895	176288
1833	276930	176063
1834	276953	175831
1835	277304	175807
1836	277332	175578
1837	278851	176292
1838	278868	176055
1839	280337	176734
1840	280356	176498
1841	280365	176255
1842	280380	176017
1843	280950	176127
1844	282436	176809
1845	282440	176563
1846	283828	177181
1847	283868	176956
1848	285229	177554
1849	285395	177408
1850	285415	177170
1851	285422	176925
1852	285436	176683
1853	286807	177282
1854	287995	177765
1855	288074	177563
1856	288110	177334
1857	289251	177785
1858	289260	177539
1859	289287	177305
1860	289316	177072
1861	290584	177596
1862	291823	178101
1863	291835	177856
1864	291849	177613
1865	292504	177759
1866	293986	178407
1867	294029	178180
1868	295448	178786
1869	295811	178752
1870	295826	178508
1871	295947	178327
1872	297457	178982
1873	298983	179645
1874	299183	179510
1875	299195	179262
1876	299514	179198
1877	299525	178949
1878	299688	178792
1879	300188	178835
1880	300211	178594
1881	301276	178972
1882	302623	179517
1883	303981	180065
1884	304008	179824
1885	305242	180296
1886	305247	180042
1887	305630	180011
1888	306907	180504
1889	308517	181192
1890	308533	180943
1891	308555	180697
1892	310335	181479
1893	310355	181231
1894	310378	180985
1895	310450	180768
1896	310535	180558
1897	311797	181032
1898	311874	180818
1899	313122	181281
1900	313289	181118
1901	313323	180877
1902	313331	180622
1903	313346	180371
1904	313358	180119
1905	313374	179869
1906	313445	179651
1907	313524	179438
1908	313574	179208
1909	314980	179753
1910	314992	179501
1911	315019	179257
1912	315028	179004
1913	316315	179476
1914	316323	179222
1915	317909	179860
1916	317947	179622
1917	319137	180034
1918	320369	180468
1919	321576	180886
1920	321724	180708
1921	323060	181196
1922	323120	180967
1923	323170	180733
1924	324574	181255
1925	324645	181032
1926	326251	181664
1927	327505	182098
1928	327519	181841
1929	327602	181624
1930	329427	182371
1931	329465	182126
1932	329470	181864
1933	329487	181610
1934	329799	181517
1935	329815	181262
1936	329956	181075
1937	329961	180814
1938	329981	180562
1939	330141	180386
1940	331590	180914
1941	331602	180656
1942	332956	181129
1943	332991	180884
1944	333174	180719
1945	333186	180461
1946	333208	180209
1947	334469	180627
1948	334513	180386
1949	334525	180129
1950	334546	179876
1951	336134	180465
1952	336160	180214
1953	336500	180132
1954	336512	179875
1955	336546	179629
1956	336573	179379
1957	336599	179130
1958	338329	179785
1959	338659	179696
1960	338675	179440
1961	338695	179187
1962	340418	179833
1963	340433	179577
1964	342044	180160
1965	342074	179910
1966	342091	179654
1967	342111	179399
1968	342127	179143
1969	342299	178968
1970	342321	178715
1971	342328	178455
1972	344141	179135
1973	344192	178896
1974	344323	178699
1975	346405	179513
1976	346440	179266
1977	346449	179004
1978	346862	178952
1979	346881	178696
1980	348497	179262
1981	348531	179013
1982	349662	179327
1983	349711	179086
1984	351824	179900
1985	351833	179636
1986	352745	179834
1987	352778	179583
1988	352883	179369
1989	352911	179115
1990	352977	178882
1991	353750	179006
1992	355393	179569
1993	355556	179383
1994	356209	179443
1995	356239	179190
1996	356256	178930
1997	356289	178679
1998	356297	178416
1999	356376	178188
2000	356411	177938
2001	356422	177676
2002	358033	178212
2003	358058	177957
2004	358135	177727
2005	358289	177537
2006	358314	177282
2007	359535	177619
2008	360763	177957
2009	360782	177698
2010	360794	177437
2011	361982	177752
2012	362020	177503
2013	362056	177253
2014	363272	177579
2015	363287	177318
2016	363582	177194
2017	363600	176935
2018	364763	177232
2019	364781	176973
2020	364933	176778
2021	366513	177274
2022	366528	177013
2023	366683	176819
2024	367849	177112
2025	369132	177460
2026	370365	177782
2027	370517	177585
2028	370554	177333
2029	371848	177681
2030	373468	178183
2031	373591	177970
2032	373620	177713
2033	375036	178114
2034	376826	178691
2035	376840	178425
2036	378242	178815
2037	378265	178553
2038	378439	178361
2039	379512	178594
2040	379542	178334
2041	379558	178068
2042	379715	177869
2043	380941	178170
2044	382097	178436
2045	382115	178171
2046	383629	178602
2047	383642	178333
2048	384871	178629
2049	386286	179011
2050	386300	178741
2051	386313	178472
2052	387543	178764
2053	387820	178616
2054	387853	178355
2055	387860	178083
2056	387875	177815
2057	389154	178126
2058	390590	178506
2059	390671	178267
2060	390684	177997
2061	390699	177728
2062	392003	178045
2063	393400	178402
2064	395057	178875
2065	395062	178600
2066	396772	179094
2067	397951	179347
2068	399686	179849
2069	399700	179575
2070	399878	179375
2071	401669	179898
2072	401696	179629
2073	403685	180237
2074	403694	179960
2075	403711	179686
2076	403751	179423
2077	403778	179155
2078	405592	179678
2079	405754	179468
2080	405794	179204
2081	407595	179717
2082	409496	180272
2083	410009	180215
2084	411644	180649
2085	413306	181094
2086	413328	180818
2087	413367	180551
2088	413409	180285
2089	415294	180821
2090	416782	181183
2091	418133	181484
2092	419249	181681
2093	419279	181407
2094	420776	181767
2095	420784	181483
2096	422071	181750
2097	423446	182053
2098	424727	182314
2099	424739	182031
2100	426505	182497
2101	428034	182861
2102	428087	182593
2103	428103	182310
2104	428122	182028
2105	428155	181752
2106	428170	181469
2107	428183	181185
2108	428191	180900
2109	428218	180622
2110	428247	180346
2111	428262	180065
2112	429917	180471
2113	432555	181288
2114	432593	181014
2115	434608	181565
2116	435106	181482
2117	437489	182184
2118	439970	182923
2119	440115	182689
2120	440124	182399
2121	440195	182135
2122	440207	181847
2123	441736	182184
2124	443050	182432
2125	443075	182148
2126	443227	181916
2127	444734	182240
2128	446107	182507
2129	446134	182223
2130	447319	182412
2131	447325	182119
2132	447352	181835
2133	448801	182128
2134	448826	181843
2135	448831	181549
2136	448838	181257
2137	448853	180969
2138	449457	180917
2139	450650	181102
2140	451838	181284
2141	453298	181573
2142	454483	181751
2143	455956	182042
2144	457119	182208
2145	457161	181927
2146	458349	182101
2147	459602	182300
2148	460873	182504
2149	462125	182700
2150	462148	182409
2151	463705	182723
2152	464973	182922
2153	466243	183120
2154	467718	183397
2155	467753	183109
2156	467787	182821
2157	469331	183121
2158	469369	182834
2159	471220	183252
2160	472544	183463
2161	474164	183788
2162	475541	184016
2163	475571	183723
2164	475601	183430
2165	477225	183751
2166	477244	183453
2167	477282	183163
2168	477304	182867
2169	478832	183147
2170	480140	183342
2171	480200	183059
2172	480238	182769
2173	481778	183049
2174	481801	182752
2175	483436	183065
2176	485400	183502
2177	485412	183199
2178	485432	182900
2179	486651	183052
2180	486708	182766
2181	488129	182992
2182	489412	183165
2183	489434	182865
2184	490127	182816
2185	492134	183255
2186	492220	182979
2187	492244	182679
2188	492593	182500
2189	492606	182196
2190	494207	182480
2191	494228	182179
2192	494283	181891
2193	496026	182223
2194	497328	182391
2195	497352	182090
2196	497364	181785
2197	497377	181481
2198	498576	181609
2199	500030	181829
2200	500323	181625
2201	500457	181364
2202	500477	181062
2203	501592	181155
2204	502914	181322
2205	504257	181496
2206	504262	181187
2207	506318	181614
2208	508048	181922
2209	509795	182234
2210	511144	182403
2211	512656	182627
2212	513167	182495
2213	513197	182191
2214	513207	181881
2215	514612	182064
2216	514661	181768
2217	514677	181459
2218	515677	181497
2219	516982	181642
2220	517002	181334
2221	517012	181024
2222	518527	181239
2223	518757	181005
2224	518771	180695
2225	520115	180848
2226	520182	180557
2227	520263	180270
2228	521701	180454
2229	521733	180150
2230	522017	179933
2231	523442	180109
2232	523480	179807
2233	523496	179497
2234	523584	179213
2235	523589	178900
2236	523606	178592
2237	525041	178767
2238	526459	178935
2239	526472	178624
2240	526481	178313
2241	526515	178009
2242	526535	177702
2243	526561	177397
2244	526592	177094
2245	526610	176787
2246	527893	176904
2247	529465	177116
2248	529735	176892
2249	529985	176661
2250	531451	176835
2251	533442	177182
2252	533465	176874
2253	533484	176565
2254	534985	176746
2255	536893	177060
2256	536930	176756
2257	536950	176447
2258	537030	176157
2259	537068	175854
2260	538528	176016
2261	539239	175932
2262	539251	175620
2263	539951	175532
2264	539988	175228
2265	541596	175433
2266	541680	175144
2267	543560	175434
2268	543572	175121
2269	543578	174807
2270	543598	174497
2271	545171	174685
2272	546775	174881
2273	548213	175023
2274	548226	174709
2275	548241	174396
2276	549525	174486
2277	549541	174174
2278	549557	173861
2279	549565	173546
2280	549598	173240
2281	551063	173384
2282	551650	173251
2283	552898	173325
2284	552932	173018
2285	552943	172704
2286	552962	172392
2287	554325	172499
2288	555619	172584
2289	555638	172272
2290	555719	171979
2291	555728	171664
2292	555746	171353
2293	555765	171042
2294	555773	170727
2295	557315	170884
2296	558679	170984
2297	560275	171154
2298	562020	171368
2299	562051	171059
2300	563571	171202
2301	565106	171348
2302	565159	171044
2303	565291	170765
2304	567123	170998
2305	568782	171177
2306	570931	171502
2307	571053	171216
2308	572885	171443
2309	574585	171629
2310	574610	171314
2311	576482	171548
2312	576523	171237
2313	578212	171414
2314	579498	171471
2315	579503	171148
2316	581330	171363
2317	582703	171442
2318	582717	171121
2319	582743	170804
2320	582765	170485
2321	583571	170396
2322	585509	170637
2323	585581	170332
2324	585585	170008
2325	585597	169687
2326	587100	169797
2327	587128	169480
2328	588693	169606
2329	590230	169722
2330	590501	169474
2331	591650	169477
2332	592457	169382
2333	593504	169354
2334	593511	169030
2335	593528	168708
2336	594906	168773
2337	595740	168682
2338	597642	168893
2339	599062	168966
2340	599148	168662
2341	599503	168434
2342	599511	168108
2343	599536	167788
2344	599545	167463
2345	600780	167480
2346	602466	167622
2347	602654	167347
2348	602743	167043
2349	604215	167123
2350	605810	167235
2351	607410	167347
2352	609033	167464
2353	610878	167641
2354	612388	167724
2355	614002	167834
2356	614094	167527
2357	615763	167650
2358	617247	167721
2359	617568	167476
2360	619167	167576
2361	619217	167256
2362	620745	167335
2363	621019	167076
2364	622356	167102
2365	623638	167111
2366	625595	167301
2367	625605	166968
2368	625618	166637
2369	625636	166308
2370	627021	166341
2371	628555	166413
2372	630740	166655
2373	630873	166354
2374	631976	166309
2375	633622	166405
2376	635720	166619
2377	635743	166287
2378	637325	166363
2379	638808	166412
2380	638823	166078
2381	638852	165747
2382	638880	165417
2383	638903	165085
2384	640341	165119
2385	640704	164875
2386	640734	164545
2387	640768	164216
2388	640804	163889
2389	642516	163989
2390	643882	164000
2391	645258	164012
2392	645998	163861
2393	647504	163904
2394	647547	163576
2395	647585	163247
2396	647625	162919
2397	647669	162592
2398	647683	162258
2399	649088	162272
2400	650512	162289
2401	652104	162347
2402	652571	162124
2403	654351	162226
2404	654371	161892
2405	655798	161905
2406	655813	161569
2407	655875	161245
2408	657780	161373
2409	657796	161037
2410	659853	161200
2411	661680	161305
2412	661726	160975
2413	663747	161125
2414	665330	161167
2415	667180	161272
2416	667217	160938
2417	669065	161040
2418	669122	160711
2419	669194	160385
2420	671258	160536
2421	671284	160199
2422	671351	159871
2423	671384	159536
2424	673283	159644
2425	673342	159315
2426	675025	159369
2427	675058	159033
2428	676403	159006
2429	678737	159210
2430	680700	159324
2431	680709	158981
2432	682525	159059
2433	682557	158721
2434	684106	158735
2435	684112	158390
2436	686013	158483
2437	687565	158495
2438	687581	158152
2439	687608	157811
2440	689833	157975
2441	691576	158026
2442	693606	158141
2443	695096	158131
2444	696850	158180
2445	698388	158179
2446	698411	157834
2447	698886	157591
2448	698949	157256
2449	698964	156910
2450	698973	156563
2451	701071	156683
2452	703351	156841
2453	705673	157007
2454	707484	157058
2455	707520	156714
2456	707598	156380
2457	707629	156035
2458	709246	156039
2459	710485	155960
2460	710503	155612
2461	711864	155557
2462	713279	155513
2463	713473	155203
2464	713494	154855
2465	713547	154515
2466	714799	154433
2467	714835	154089
2468	714862	153743
2469	716260	153691
2470	717927	153696
2471	717942	153346
2472	719533	153333
2473	719573	152989
2474	720974	152934
2475	720995	152585
2476	722566	152564
2477	724718	152664
2478	726314	152646
2479	728399	152728
2480	728411	152376
2481	729970	152346
2482	730362	152073
2483	731928	152043
2484	733430	151998
2485	733439	151644
2486	733449	151290
2487	735123	151279
2488	737199	151349
2489	737247	151002
2490	738949	150993
2491	740819	151017
2492	742552	151012
2493	744292	151007
2494	744327	150655
2495	744352	150302
2496	746159	150307
2497	748041	150327
2498	748053	149969
2499	749685	149937
2500	751448	149929
2501	752992	149876
2502	753018	149520
2503	755167	149585
2504	757233	149632
2505	757280	149280
2506	757305	148923
2507	757310	148563
2508	757320	148204
2509	758879	148147
2510	760278	148059
2511	761868	148006
2512	763280	147917
2513	763282	147555
2514	765270	147577
2515	766480	147446
2516	766506	147088
2517	766516	146727
2518	767878	146625
2519	767904	146267
2520	769178	146146
2521	771146	146157
2522	772997	146143
2523	773045	145788
2524	774740	145743
2525	774757	145381
2526	774758	145018
2527	776621	145002
2528	776639	144641
2529	778360	144596
2530	778386	144236
2531	779296	144040
2532	779307	143678
2533	780882	143603
2534	782505	143536
2535	782527	143175
2536	784179	143112
2537	785973	143073
2538	785989	142710
2539	788064	142720
2540	789591	142629
2541	791420	142592
2542	793114	142529
2543	793127	142164
2544	793173	141805
2545	794499	141674
2546	795926	141560
2547	796389	141274
2548	798000	141191
2549	799528	141093
2550	799551	140728
2551	799613	140371
2552	799648	140008
2553	801091	139893
2554	802467	139764
2555	804203	139697
2556	805641	139577
2557	807387	139509
2558	807418	139144
2559	808686	138993
2560	810027	138852
2561	811312	138702
2562	811327	138333
2563	812695	138196
2564	812725	137830
2565	814442	137750
2566	814900	137456
2567	814905	137086
2568	814926	136719
2569	814942	136352
2570	816450	136233
2571	818504	136205
2572	818521	135836
2573	818540	135469
2574	820280	135386
2575	821813	135267
2576	823287	135137
2577	824974	135042
2578	826589	134933
2579	828310	134841
2580	829790	134708
2581	831255	134572
2582	832652	134423
2583	833881	134247
2584	833909	133877
2585	835549	133765
2586	836463	133536
2587	836484	133165
2588	836593	132808
2589	838378	132716
2590	840314	132647
2591	841926	132525
2592	843344	132372
2593	843364	131999
2594	843414	131631
2595	843433	131258
2596	843474	130889
2597	845495	130827
2598	845593	130466
2599	845631	130097
2600	845644	129724
2601	845669	129353
2602	847399	129242
2603	847431	128872
2604	849003	128735
2605	849062	128369
2606	850628	128230
2607	850650	127858
2608	852166	127710
2609	853434	127524
2610	853463	127153
2611	854931	126996
2612	856396	126837
2613	856410	126463
2614	856448	126092
2615	856467	125719
2616	857284	125464
2617	857303	125091
2618	859294	125006
2619	859332	124636
2620	859348	124262
2621	859361	123889
2622	861154	123772
2623	862998	123661
2624	863013	123287
2625	864813	123168
2626	864843	122796
2627	865533	122518
2628	865621	122155
2629	865641	121782
2630	865843	121435
2631	866309	121125
2632	868438	121047
2633	868600	120693
2634	870360	120562
2635	870712	120234
2636	870722	119860
2637	872240	119693
2638	872247	119318
2639	872330	118954
2640	874094	118818
2641	875305	118606
2642	875361	118238
2643	875393	117866
2644	875406	117493
2645	875484	117128
2646	877314	116997
2647	877350	116626
2648	877370	116254
2649	878629	116045
2650	880004	115851
2651	880061	115483
2652	881348	115276
2653	882821	115092
2654	884177	114893
2655	885559	114695
2656	886841	114485
2657	886861	114110
2658	886875	113736
2659	886897	113362
2660	886921	112990
2661	888628	112831
2662	890269	112662
2663	891659	112461
2664	891687	112088
2665	893135	111893
2666	894533	111690
2667	896011	111497
2668	897710	111330
2669	899518	111176
2670	901055	110987
2671	902385	110771
2672	904597	110663
2673	904628	110287
2674	904645	109910
2675	904657	109532
2676	905050	109201
2677	906540	109001
2678	906551	108623
2679	908039	108422
2680	910012	108278
2681	912394	108180
2682	912426	107804
2683	914006	107610
2684	914020	107231
2685	915917	107073
2686	917480	106874
2687	919072	106678
2688	919095	106299
2689	920611	106092
2690	920628	105713
2691	920808	105352
2692	922319	105143
2693	922351	104765
2694	922376	104387
2695	924063	104197
2696	925533	103981
2697	926774	103738
2698	926780	103357
2699	928439	103159
2700	928477	102782
2701	928494	102402
2702	929813	102166
2703	929838	101787
2704	931249	101559
2705	932762	101342
2706	934346	101131
2707	934376	100752
2708	936350	100582
2709	936368	100201
2710	937783	99970
2711	939466	99766
2712	939491	99385
2713	940911	99152
2714	940922	98770
2715	940944	98390
2716	942307	98149
2717	944519	97996
2718	946028	97769
2719	946064	97388
2720	946083	97007
2721	946125	96628
2722	946163	96249
2723	947631	96015
2724	949337	95804
2725	950831	95571
2726	952315	95336
2727	952347	94955
2728	954180	94753
2729	956075	94556
2730	956108	94175
2731	956128	93793
2732	957559	93548
2733	959480	93351
2734	959530	92970
2735	960886	92717
2736	960922	92335
2737	961308	91987
2738	961336	91605
2739	963217	91400
2740	965162	91199
2741	966874	90975
2742	969216	90808
2743	969245	90425
2744	971416	90240
2745	971448	89857
2746	973223	89634
2747	975602	89465
2748	977479	89249
2749	979855	89077
2750	981518	88839
2751	983848	88660
2752	983913	88277
2753	985368	88017
2754	986893	87763
2755	986915	87375
2756	988309	87108
2757	988347	86722
2758	990142	86489
2759	991759	86239
2760	991791	85852
2761	993269	85589
2762	993276	85199
2763	994722	84932
2764	996423	84686
2765	997998	84429
2766	999543	84168
2767	999573	83779
2768	999671	83396
2769	999691	83006
2770	999696	82616
2771	999712	82227
2772	1001156	81955
2773	1001177	81566
2774	1001197	81178
2775	1001849	80840
2776	1003665	80596
2777	1003676	80207
2778	1005294	79946
2779	1006597	79658
2780	1006613	79269
2781	1008379	79017
2782	1010048	78756
2783	1011406	78471
2784	1011428	78081
2785	1012826	77797
2786	1014136	77506
2787	1014148	77116
2788	1015940	76860
2789	1017278	76569
2790	1018772	76289
2791	1020784	76046
2792	1020842	75658
2793	1022421	75382
2794	1022444	74991
2795	1024719	74764
2796	1027182	74550
2797	1027239	74160
2798	1029293	73914
2799	1030994	73642
2800	1033555	73430
2801	1035646	73182
2802	1037685	72930
2803	1037710	72536
2804	1039660	72275
2805	1039688	71881
2806	1041640	71619
2807	1041670	71225
2808	1043136	70928
2809	1043180	70535
2810	1043346	70150
2811	1044757	69848
2812	1046503	69568
2813	1049218	69351
2814	1049248	68955
2815	1049271	68560
2816	1051435	68304
2817	1053297	68027
2818	1054109	67681
2819	1055348	67362
2820	1055365	66965
2821	1055387	66569
2822	1055402	66172
2823	1055412	65776
2824	1056648	65456
2825	1057943	65138
2826	1058542	64778
2827	1059785	64456
2828	1061015	64133
2829	1062290	63812
2830	1063557	63490
2831	1065248	63192
2832	1065272	62795
2833	1066898	62493
2834	1068184	62169
2835	1068201	61771
2836	1068218	61374
2837	1068943	61017
2838	1070416	60703
2839	1071679	60376
2840	1071695	59978
2841	1072928	59649
2842	1074123	59316
2843	1075435	58990
2844	1077080	58681
2845	1078568	58362
2846	1080231	58052
2847	1080240	57653
2848	1081412	57316
2849	1082926	56996
2850	1082947	56597
2851	1082962	56198
2852	1083223	55812
2853	1084625	55485
2854	1086298	55171
2855	1087578	54835
2856	1088848	54499
2857	1089992	54156
2858	1090005	53756
2859	1091280	53419
2860	1092666	53086
2861	1093867	52744
2862	1095094	52402
2863	1096360	52061
2864	1096379	51661
2865	1097616	51319
2866	1098214	50946
2867	1099794	50618
2868	1101338	50287
2869	1101361	49887
2870	1102830	49552
2871	1102850	49152
2872	1102859	48751
2873	1104160	48407
2874	1105121	48048
2875	1105130	47648
2876	1106716	47315
2877	1108183	46976
2878	1109527	46631
2879	1110486	46270
2880	1110501	45869
2881	1111798	45521
2882	1113237	45178
2883	1113254	44777
2884	1113420	44382
2885	1114706	44032
2886	1115971	43680
2887	1117910	43353
2888	1119371	43008
2889	1120615	42653
2890	1121870	42298
2891	1121890	41896
2892	1123228	41543
2893	1124907	41202
2894	1126244	40848
2895	1126257	40445
2896	1127538	40088
2897	1129378	39750
2898	1130657	39391
2899	1130686	38989
2900	1131822	38624
2901	1131849	38222
2902	1133047	37859
2903	1134303	37497
2904	1135577	37135
2905	1137487	36794
2906	1139990	36470
2907	1142456	36143
2908	1142499	35739
2909	1144078	35383
2910	1144108	34979
2911	1145397	34613
2912	1146903	34253
2913	1148588	33897
2914	1148812	33498
2915	1151063	33158
2916	1151077	32752
2917	1152036	32373
2918	1152060	31968
2919	1152066	31563
2920	1154270	31217
2921	1155976	30857
2922	1158074	30506
2923	1159642	30141
2924	1161229	29775
2925	1163374	29422
2926	1163844	29026
2927	1166284	28679
2928	1166341	28272
2929	1168499	27916
2930	1170673	27559
2931	1173141	27207
2932	1174023	26818
2933	1175315	26438
2934	1177821	26084
2935	1180178	25725
2936	1180200	25315
2937	1180389	24909
2938	1180417	24499
2939	1180448	24090
2940	1182520	23722
2941	1184530	23352
2942	1186785	22985
2943	1186823	22575
2944	1188600	22197
2945	1190450	21820
2946	1192580	21447
2947	1192633	21036
2948	1192652	20625
2949	1194467	20245
2950	1194482	19833
2951	1196292	19451
2952	1196303	19040
2953	1198213	18658
2954	1198231	18247
2955	1200214	17865
2956	1202964	17493
2957	1204433	17101
2958	1204999	16696
2959	1206811	16308
2960	1209115	15925
2961	1211018	15536
2962	1212667	15142
2963	1214181	14747
2964	1216429	14359
2965	1218038	13962
2966	1219684	13565
2967	1219703	13150
2968	1219717	12735
2969	1219746	12320
2970	1219785	11906
2971	1221226	11505
2972	1223046	11107
2973	1225032	10709
2974	1226796	10309
2975	1228366	9906
2976	1228375	9490
2977	1229813	9085
2978	1231582	8681
2979	1233540	8278
2980	1233588	7862
2981	1235448	7457
2982	1237273	7051
2983	1239320	6645
2984	1240737	6234
2985	1242397	5825
2986	1243755	5413
2987	1243771	4995
2988	1243891	4577
2989	1243898	4160
2990	1245646	3748
2991	1246463	3332
2992	1248325	2919
2993	1248328	2501
2994	1249809	2086
2995	1249851	1668
2996	1249871	1251
2997	1251688	835
2998	1251809	417
2999	1253154	0
